2019-07-28 04:53:03,b'RT @TheRREmpire_: Meet the Brothers / The Big Dog @WWERomanReigns\nbehind the Scenes at Hobbs &amp; Shaw HD Video Version \xf0\x9f\x94\xa5 #hobbsandshaw #roman\xe2\x80\xa6'
2019-07-28 04:52:43,"b'RT @ItsBondicated: Flair, Bliss, and Bayley in a slobber knocker in #Smashville #WWE https://t.co/YFHKo5rjgb'"
2019-07-28 04:52:36,b'RT @TagMeInBro: WEEKEND Follow Train!!!!! #F4F..\n\nRT Follow and Follow back.\n\nPost a gif of how your feeling about pro wrestling.\n\n#ProWres\xe2\x80\xa6'
2019-07-28 04:52:21,b'Let me see if I understand this...\n\n@AlexaBliss_WWE says her dream match is @trishstratuscom \n\nbad injury keeps her\xe2\x80\xa6 https://t.co/poC9yKpVbk'
2019-07-28 04:52:13,b'#FunCat \xf0\x9f\x98\xb8\n\n@LuchadorLD on Cesaro in WWE Main Event :-) #LuchaHouseParty #LuchaLibre #WWE #205Live #MainEvent\xe2\x80\xa6 https://t.co/eLrDnS9oNO'
2019-07-28 04:52:02,b'RT @WWEMaverick: On the hunt for @RonKillings in Nashville TN\n\n#WWE @WWE #SMACKVILLE #Nashville #Maverick247 https://t.co/4fGDnCqg3L'
2019-07-28 04:51:39,b'RT @WWEMaverick: On the hunt for @RonKillings in Nashville TN\n\n#WWE @WWE #SMACKVILLE #Nashville #Maverick247 https://t.co/4fGDnCqg3L'
2019-07-28 04:50:53,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:50:21,"b'RT @RealRonHoward: @thehill a reminder that our #Potus is a reality tv veteran who reduces political discourse to #WWE rhetoric   And, sadl\xe2\x80\xa6'"
2019-07-28 04:50:08,"b""RT @FYFCStudios: @FYFCStudios Presents #DopesOnTheRopes\nIt's that time of the week! Check out @FEARCastJ &amp; tag partner @TSmokezilla crack s\xe2\x80\xa6"""
2019-07-28 04:49:38,b'Do you agree with this statement? https://t.co/5YlawDkmkx #WWE #RAW #SmackDown'
2019-07-28 04:49:23,b'#HeatWave 2K19 @acpw July 25 | Chester Fire Hall\n#RiotCity @vicramonpro &amp; @SicendRCMW defeated @BobbyRayz85 &amp;\xe2\x80\xa6 https://t.co/FODQ5wjkGh'
2019-07-28 04:47:56,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:47:23,b'A Goddess and a Queen!! \xf0\x9f\x91\x91\xf0\x9f\x91\x91 @AlexaBliss_WWE @MsCharlotteWWE #SMACKVILLE #alexabliss #5feetoffury #littlemissbliss\xe2\x80\xa6 https://t.co/lQV7WaRegX'
2019-07-28 04:47:08,b'RT @RonKillings: Layin Low in #NashDown #WWE #raw #smackdown #thatzendurance #dancebreak #rtruth #ronkillings #24/7title #48/7champ https:/\xe2\x80\xa6'
2019-07-28 04:45:03,b'I wonder what @BillieKayWWE or @PeytonRoyceWWE thoughts on my tweets in question to them or one that was to Zelina . #wwe #Respect'
2019-07-28 04:44:09,"b""Guess what!? @KatieLinendoll is giving away five just-released WWE Funko POP! figures AND an entire year's subscrip\xe2\x80\xa6 https://t.co/CN6TLuwAFV"""
2019-07-28 04:43:38,b'RT @KatieLinendoll: Giveaway alert! \xf0\x9f\x9a\xa8 One ultimate WWE fan will win six new @OriginalFunko PLUS a year\xe2\x80\x99s subscription to WWE Network (which\xe2\x80\xa6'
